failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
FAIL_00297,memory_controller,error,9,4,2,2,Memory controller arbitration granted illegal transaction ordering,2
FAIL_00298,cache_controller,warning,2,4,2,3,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_00299,alu,error,6,4,4,3,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_00300,uart,error,10,7,5,4,UART framing error observed under back-to-back packet transmission,2
FAIL_00301,branch_predictor,fatal,7,9,4,2,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_00302,dma,error,10,5,4,3,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_00303,pipeline_controller,fatal,12,7,5,4,Pipeline controller failed to flush dependent instructions on exception,1
FAIL_00304,uart,warning,3,1,0,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_00305,pipeline_controller,error,7,8,3,4,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_00306,cache_controller,fatal,9,6,5,3,Cache controller reported coherence state violation during eviction sequence,1
FAIL_00307,uart,fatal,9,7,3,3,UART framing error observed under back-to-back packet transmission,1
FAIL_00308,alu,error,7,7,3,3,ALU result mismatch against reference model at execute stage,2
FAIL_00309,pcie,error,10,5,1,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_00310,uart,error,10,8,3,4,UART framing error observed under back-to-back packet transmission,2
FAIL_00311,pipeline_controller,warning,7,1,0,1,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_00312,alu,warning,6,3,1,1,ALU opcode decode produced unexpected result on signed multiply path,3
FAIL_00313,dma,fatal,8,10,2,4,DMA completion interrupt was not asserted after block copy,1
FAIL_00314,memory_controller,warning,6,3,3,2,Memory controller returned stale read data after refresh window,3
FAIL_00315,dma,error,8,9,5,2,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_00316,pipeline_controller,warning,4,5,0,1,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_00317,uart,warning,0,2,1,3,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_00318,pcie,warning,9,4,2,2,PCIe completion timeout observed for posted transaction replay,3
FAIL_00319,uart,warning,2,2,1,3,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_00320,dma,error,5,5,1,5,DMA completion interrupt was not asserted after block copy,2
FAIL_00321,cache_controller,warning,2,1,1,3,Cache refill handshake timed out while servicing L2 miss,3
FAIL_00322,dma,fatal,14,6,5,4,DMA burst transfer count mismatched expected payload length,1
FAIL_00323,interrupt_controller,warning,3,5,1,3,Interrupt controller dropped pending interrupt during nested service,3
FAIL_00324,branch_predictor,error,10,5,3,2,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_00325,branch_predictor,error,7,4,4,4,Branch predictor produced incorrect target for speculative branch,2
FAIL_00326,pipeline_controller,warning,6,3,1,2,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_00327,alu,warning,0,6,1,3,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_00328,uart,error,4,8,2,2,UART RX FIFO overflow triggered mismatch in serial regression,2
FAIL_00329,branch_predictor,fatal,8,8,5,4,Branch predictor accuracy dropped below threshold in loop stress test,1
FAIL_00330,pcie,fatal,12,6,5,2,PCIe link training failed to reach expected LTSSM state,1
FAIL_00331,cache_controller,error,7,9,3,4,Cache refill handshake timed out while servicing L2 miss,2
FAIL_00332,cache_controller,error,4,7,4,3,Cache dirty line writeback ordering failed scoreboard comparison,2
FAIL_00333,cache_controller,warning,6,1,2,2,Cache dirty line writeback ordering failed scoreboard comparison,3
FAIL_00334,branch_predictor,fatal,13,8,3,4,Branch history table update diverged from golden model,1
FAIL_00335,interrupt_controller,warning,8,3,2,2,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_00336,interrupt_controller,error,8,6,5,2,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_00337,alu,error,7,6,3,4,ALU result mismatch against reference model at execute stage,2
FAIL_00338,dma,warning,2,6,0,1,DMA burst transfer count mismatched expected payload length,3
FAIL_00339,pipeline_controller,error,7,5,5,3,Pipeline controller commit ordering mismatch observed in regression,2
FAIL_00340,dram_interface,fatal,7,9,3,5,DRAM interface read leveling mismatch flagged by checker,1
FAIL_00341,dma,warning,1,7,1,1,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_00342,dram_interface,error,6,7,2,2,DRAM interface read leveling mismatch flagged by checker,2
FAIL_00343,pcie,warning,3,3,2,3,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_00344,memory_controller,warning,3,5,2,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_00345,pcie,fatal,13,9,3,4,PCIe link training failed to reach expected LTSSM state,1
FAIL_00346,alu,fatal,8,7,4,2,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_00347,pcie,error,8,3,0,2,PCIe link training failed to reach expected LTSSM state,2
FAIL_00348,interrupt_controller,error,6,5,3,4,Interrupt controller dropped pending interrupt during nested service,2
FAIL_00349,cache_controller,error,7,8,3,2,Cache controller reported coherence state violation during eviction sequence,2
FAIL_00350,branch_predictor,error,7,7,2,5,Branch history table update diverged from golden model,2
FAIL_00351,interrupt_controller,error,9,4,1,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_00352,interrupt_controller,fatal,8,10,4,5,Interrupt priority encoder produced incorrect winner on simultaneous request,1
FAIL_00353,dram_interface,error,6,4,2,3,DRAM interface command queue underflow hit during stress test,2
FAIL_00354,pcie,warning,2,5,0,2,PCIe TLP header mismatch detected by protocol monitor,3
FAIL_00355,memory_controller,warning,0,2,0,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_00356,pcie,warning,7,6,2,1,PCIe link training failed to reach expected LTSSM state,3
FAIL_00357,pcie,error,4,3,3,3,PCIe TLP header mismatch detected by protocol monitor,2
FAIL_00358,branch_predictor,error,0,5,4,2,Branch predictor produced incorrect target for speculative branch,2
FAIL_00359,dram_interface,warning,4,2,1,2,DRAM interface calibration failed during initialization sequence,3
FAIL_00360,dram_interface,error,4,4,2,2,DRAM interface command queue underflow hit during stress test,2
FAIL_00361,dma,fatal,12,9,4,3,DMA burst transfer count mismatched expected payload length,1
FAIL_00362,interrupt_controller,error,5,8,2,2,Interrupt controller dropped pending interrupt during nested service,2
FAIL_00363,dram_interface,warning,1,4,1,2,DRAM interface read leveling mismatch flagged by checker,3
FAIL_00364,memory_controller,error,4,9,2,3,Memory controller returned stale read data after refresh window,2
FAIL_00365,branch_predictor,warning,2,4,3,2,Branch predictor produced incorrect target for speculative branch,3
FAIL_00366,dram_interface,warning,2,3,2,2,DRAM interface calibration failed during initialization sequence,3
FAIL_00367,pipeline_controller,error,0,4,3,4,Pipeline controller failed to flush dependent instructions on exception,2
FAIL_00368,memory_controller,warning,2,4,0,2,Memory controller timing constraint violation observed in burst access,3
FAIL_00369,dma,error,6,5,3,1,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_00370,interrupt_controller,fatal,12,7,3,5,Interrupt priority encoder produced incorrect winner on simultaneous request,1
FAIL_00371,branch_predictor,error,4,4,2,2,Branch history table update diverged from golden model,2
FAIL_00372,dram_interface,warning,0,2,1,1,DRAM interface read leveling mismatch flagged by checker,3
FAIL_00373,interrupt_controller,fatal,12,9,4,4,Interrupt controller acknowledge sequence timed out in verification run,1
FAIL_00374,memory_controller,error,6,7,2,3,Memory controller timing constraint violation observed in burst access,2
FAIL_00375,pipeline_controller,warning,0,1,0,2,Pipeline controller failed to flush dependent instructions on exception,3
FAIL_00376,memory_controller,error,6,6,3,3,Memory controller returned stale read data after refresh window,2
FAIL_00377,uart,warning,6,3,0,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_00378,branch_predictor,error,8,6,3,2,Branch history table update diverged from golden model,2
FAIL_00379,uart,error,9,8,3,1,UART baud generator drift exceeded acceptable tolerance in simulation,2
FAIL_00380,pipeline_controller,fatal,14,10,4,3,Pipeline controller failed to flush dependent instructions on exception,1
FAIL_00381,branch_predictor,error,8,6,4,2,Branch history table update diverged from golden model,2
FAIL_00382,alu,error,4,9,0,4,ALU overflow mismatch detected during randomized arithmetic regression,2
FAIL_00383,uart,warning,1,3,1,1,UART framing error observed under back-to-back packet transmission,3
FAIL_00384,interrupt_controller,fatal,11,9,5,4,Interrupt priority encoder produced incorrect winner on simultaneous request,1
FAIL_00385,interrupt_controller,error,5,9,3,4,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_00386,cache_controller,fatal,11,6,5,4,Cache dirty line writeback ordering failed scoreboard comparison,1
FAIL_00387,memory_controller,warning,4,5,1,3,Memory controller timing constraint violation observed in burst access,3
FAIL_00388,dma,error,5,5,2,4,DMA burst transfer count mismatched expected payload length,2
FAIL_00389,cache_controller,error,7,3,4,2,Cache refill handshake timed out while servicing L2 miss,2
FAIL_00390,dram_interface,error,11,3,5,4,DRAM interface read leveling mismatch flagged by checker,2
FAIL_00391,dram_interface,warning,4,2,3,2,DRAM interface command queue underflow hit during stress test,3
FAIL_00392,pcie,error,6,8,5,4,PCIe completion timeout observed for posted transaction replay,2
FAIL_00393,alu,fatal,8,6,5,4,ALU overflow mismatch detected during randomized arithmetic regression,1
FAIL_00394,branch_predictor,error,10,6,5,3,Branch predictor accuracy dropped below threshold in loop stress test,2
FAIL_00395,pcie,error,9,5,2,2,PCIe completion timeout observed for posted transaction replay,2
FAIL_00396,memory_controller,fatal,8,6,4,3,Memory controller returned stale read data after refresh window,1
FAIL_00397,cache_controller,fatal,10,8,4,5,Cache controller reported coherence state violation during eviction sequence,1
FAIL_00398,alu,warning,6,1,0,2,ALU overflow mismatch detected during randomized arithmetic regression,3
FAIL_00399,uart,error,7,5,2,5,UART framing error observed under back-to-back packet transmission,2
FAIL_00400,dma,warning,3,3,2,2,DMA burst transfer count mismatched expected payload length,3
FAIL_00401,interrupt_controller,fatal,9,7,4,3,Interrupt controller dropped pending interrupt during nested service,1
FAIL_00402,dma,warning,1,4,2,2,DMA descriptor fetch returned misaligned address in transfer path,3
FAIL_00403,interrupt_controller,warning,1,6,1,1,Interrupt controller acknowledge sequence timed out in verification run,3
FAIL_00404,cache_controller,error,3,4,2,5,Cache controller reported coherence state violation during eviction sequence,2
FAIL_00405,pcie,error,5,5,2,4,PCIe link training failed to reach expected LTSSM state,2
FAIL_00406,branch_predictor,error,7,9,5,4,Branch predictor produced incorrect target for speculative branch,2
FAIL_00407,dram_interface,warning,6,7,0,2,DRAM interface read leveling mismatch flagged by checker,3
FAIL_00408,memory_controller,warning,7,3,1,2,Memory controller arbitration granted illegal transaction ordering,3
FAIL_00409,uart,fatal,15,9,3,4,UART baud generator drift exceeded acceptable tolerance in simulation,1
FAIL_00410,dma,error,3,8,2,3,DMA descriptor fetch returned misaligned address in transfer path,2
FAIL_00411,pcie,fatal,15,6,4,5,PCIe TLP header mismatch detected by protocol monitor,1
FAIL_00412,cache_controller,error,0,8,3,4,Cache refill handshake timed out while servicing L2 miss,2
FAIL_00413,cache_controller,error,5,5,3,1,Cache controller reported coherence state violation during eviction sequence,2
FAIL_00414,alu,warning,3,3,2,2,ALU result mismatch against reference model at execute stage,3
FAIL_00415,pcie,error,11,8,3,5,PCIe link training failed to reach expected LTSSM state,2
FAIL_00416,dram_interface,warning,3,5,1,1,DRAM interface calibration failed during initialization sequence,3
FAIL_00417,branch_predictor,error,5,8,2,3,Branch history table update diverged from golden model,2
FAIL_00418,cache_controller,warning,2,3,1,2,Cache controller reported coherence state violation during eviction sequence,3
FAIL_00419,uart,fatal,7,10,5,5,UART framing error observed under back-to-back packet transmission,1
FAIL_00420,pipeline_controller,warning,2,1,1,3,Pipeline controller commit ordering mismatch observed in regression,3
FAIL_00421,dram_interface,error,10,7,0,3,DRAM interface calibration failed during initialization sequence,2
FAIL_00422,uart,warning,9,3,2,2,UART RX FIFO overflow triggered mismatch in serial regression,3
FAIL_00423,pcie,error,7,6,4,4,PCIe completion timeout observed for posted transaction replay,2
FAIL_00424,interrupt_controller,error,2,10,5,3,Interrupt controller acknowledge sequence timed out in verification run,2
FAIL_00425,pipeline_controller,warning,3,4,0,2,Pipeline stall signal deasserted too early during hazard condition,3
FAIL_00426,alu,warning,7,4,2,1,ALU overflow mismatch detected during randomized arithmetic regression,3
