failure_id,module,severity,coverage_drop,frequency,recurrence,fix_time,log_message,priority
386,alu,fatal,7,5,0,1,Buffer overflow detected in alu,Low
387,cache_controller,fatal,8,7,1,3,DMA transfer error in cache_controller,Low
388,branch_predictor,fatal,9,10,2,2,DMA transfer error in branch_predictor,High
389,alu,fatal,13,1,0,5,DMA transfer error in alu,High
390,dma,fatal,2,6,5,4,DMA transfer error in dma,Low
391,uart,fatal,5,1,2,3,Buffer overflow detected in uart,Low
392,alu,warning,11,2,5,4,Invalid memory access violation in alu,Low
393,pcie,fatal,11,6,4,4,Cache coherency violation in pcie,High
394,pcie,error,5,3,4,1,Pipeline hazard detected in pcie,Medium
395,dma,warning,15,10,1,2,Pipeline hazard detected in dma,Low
396,pcie,fatal,15,7,4,3,DMA transfer error in pcie,High
397,pcie,error,10,8,0,1,Assertion failure detected in pcie,Medium
398,uart,error,15,2,2,2,Cache coherency violation in uart,Medium
399,cache_controller,error,3,6,0,1,Cache coherency violation in cache_controller,Low
400,pcie,error,0,6,3,2,DMA transfer error in pcie,Low
401,cache_controller,error,6,4,0,2,Pipeline hazard detected in cache_controller,Medium
402,alu,fatal,1,6,5,2,Pipeline hazard detected in alu,Low
403,cache_controller,error,13,1,1,1,Invalid memory access violation in cache_controller,Medium
404,dma,fatal,12,10,1,3,Invalid memory access violation in dma,High
405,uart,fatal,7,2,2,5,Pipeline hazard detected in uart,Low
406,pipeline_controller,warning,15,3,0,4,Cache coherency violation in pipeline_controller,Low
407,cache_controller,warning,11,4,4,5,Assertion failure detected in cache_controller,Low
408,pcie,fatal,12,8,2,4,Buffer overflow detected in pcie,High
409,dram_interface,fatal,0,3,5,1,DMA transfer error in dram_interface,Low
410,memory_controller,fatal,0,10,2,5,Buffer overflow detected in memory_controller,Low
411,memory_controller,fatal,7,6,2,1,Protocol violation detected in memory_controller,Low
412,dma,fatal,4,10,0,1,Branch misprediction detected in dma,Low
413,interrupt_controller,error,15,4,3,5,Pipeline hazard detected in interrupt_controller,Medium
414,uart,warning,15,10,0,3,Assertion failure detected in uart,Low
415,dma,warning,3,7,0,5,Protocol violation detected in dma,Low
416,alu,warning,10,4,4,3,Protocol violation detected in alu,Low
417,memory_controller,fatal,14,9,4,3,Protocol violation detected in memory_controller,High
418,pcie,warning,14,3,4,1,Buffer overflow detected in pcie,Low
419,branch_predictor,warning,14,8,2,5,Branch misprediction detected in branch_predictor,Low
420,dma,warning,3,2,4,5,Assertion failure detected in dma,Low
421,cache_controller,error,8,9,1,2,Cache coherency violation in cache_controller,Medium
422,dram_interface,error,12,5,3,1,DMA transfer error in dram_interface,Medium
423,dram_interface,warning,2,2,0,1,Cache coherency violation in dram_interface,Low
424,interrupt_controller,error,4,3,2,4,Assertion failure detected in interrupt_controller,Low
425,pcie,error,0,8,4,1,Invalid memory access violation in pcie,Low
426,memory_controller,warning,9,8,3,1,Invalid memory access violation in memory_controller,Low
427,pipeline_controller,fatal,12,6,1,3,Assertion failure detected in pipeline_controller,High
428,uart,fatal,6,10,3,4,Pipeline hazard detected in uart,Low
429,dma,error,6,10,1,2,Invalid memory access violation in dma,Medium
430,pcie,error,0,3,2,3,Buffer overflow detected in pcie,Low
431,pcie,fatal,8,2,5,1,Assertion failure detected in pcie,Low
432,branch_predictor,error,14,5,3,3,DMA transfer error in branch_predictor,Medium
433,branch_predictor,fatal,0,6,2,2,DMA transfer error in branch_predictor,Low
434,branch_predictor,warning,7,10,4,2,Buffer overflow detected in branch_predictor,Low
435,uart,error,13,10,4,4,DMA transfer error in uart,Medium
436,interrupt_controller,warning,9,4,5,1,Pipeline hazard detected in interrupt_controller,Low
437,dma,error,3,10,4,4,Invalid memory access violation in dma,Low
438,uart,warning,3,2,4,4,Cache coherency violation in uart,Low
439,memory_controller,fatal,10,8,3,5,Pipeline hazard detected in memory_controller,High
440,alu,fatal,7,8,0,2,Assertion failure detected in alu,Low
441,dram_interface,error,1,5,4,5,Pipeline hazard detected in dram_interface,Low
442,dma,fatal,6,9,0,4,Protocol violation detected in dma,Low
443,uart,warning,3,2,5,1,Invalid memory access violation in uart,Low
444,dram_interface,fatal,0,4,0,4,Assertion failure detected in dram_interface,Low
445,branch_predictor,warning,3,10,5,5,Branch misprediction detected in branch_predictor,Low
446,uart,error,5,8,2,3,Pipeline hazard detected in uart,Medium
447,alu,warning,5,7,5,1,Invalid memory access violation in alu,Low
448,alu,error,2,5,0,1,Pipeline hazard detected in alu,Low
449,pcie,fatal,0,1,2,3,Cache coherency violation in pcie,Low
450,cache_controller,error,2,10,2,5,Cache coherency violation in cache_controller,Low
451,interrupt_controller,error,8,7,4,5,Cache coherency violation in interrupt_controller,Medium
452,alu,warning,6,1,0,1,Pipeline hazard detected in alu,Low
453,uart,error,8,1,2,3,Buffer overflow detected in uart,Medium
454,dma,error,11,8,4,5,Protocol violation detected in dma,Medium
455,pipeline_controller,error,3,9,4,4,DMA transfer error in pipeline_controller,Low
456,dram_interface,fatal,4,1,3,1,Assertion failure detected in dram_interface,Low
457,cache_controller,warning,2,10,4,5,DMA transfer error in cache_controller,Low
458,branch_predictor,error,0,5,1,2,Protocol violation detected in branch_predictor,Low
459,interrupt_controller,warning,2,10,1,5,Invalid memory access violation in interrupt_controller,Low
460,pcie,fatal,12,1,5,1,Branch misprediction detected in pcie,High
461,memory_controller,fatal,3,5,2,1,Invalid memory access violation in memory_controller,Low
462,memory_controller,warning,8,9,0,5,Cache coherency violation in memory_controller,Low
463,dram_interface,warning,14,9,0,2,Pipeline hazard detected in dram_interface,Low
464,pipeline_controller,warning,11,3,1,4,Buffer overflow detected in pipeline_controller,Low
465,memory_controller,error,3,4,4,5,Assertion failure detected in memory_controller,Low
466,dram_interface,error,6,1,2,4,Pipeline hazard detected in dram_interface,Medium
467,cache_controller,warning,8,2,1,4,Protocol violation detected in cache_controller,Low
468,uart,warning,3,2,2,4,Protocol violation detected in uart,Low
469,branch_predictor,fatal,5,8,3,1,Assertion failure detected in branch_predictor,Low
470,pipeline_controller,warning,0,10,0,2,Assertion failure detected in pipeline_controller,Low
471,pcie,warning,10,2,1,1,Cache coherency violation in pcie,Low
472,pcie,fatal,10,5,1,4,Buffer overflow detected in pcie,High
473,branch_predictor,warning,3,4,2,1,Pipeline hazard detected in branch_predictor,Low
474,uart,warning,7,10,0,4,Branch misprediction detected in uart,Low
475,interrupt_controller,fatal,8,4,5,5,Protocol violation detected in interrupt_controller,Low
476,branch_predictor,warning,12,10,2,4,Branch misprediction detected in branch_predictor,Low
477,cache_controller,fatal,5,3,2,1,Protocol violation detected in cache_controller,Low
478,memory_controller,error,7,3,2,2,Buffer overflow detected in memory_controller,Medium
479,dma,warning,12,1,0,2,Protocol violation detected in dma,Low
480,dram_interface,error,11,10,0,2,Assertion failure detected in dram_interface,Medium
481,interrupt_controller,warning,12,9,1,1,Buffer overflow detected in interrupt_controller,Low
482,dma,error,4,9,1,5,Buffer overflow detected in dma,Low
483,cache_controller,warning,2,6,3,3,Invalid memory access violation in cache_controller,Low
484,pipeline_controller,warning,13,4,1,3,Invalid memory access violation in pipeline_controller,Low
485,dma,fatal,5,9,0,3,Protocol violation detected in dma,Low
486,cache_controller,fatal,11,7,3,2,Protocol violation detected in cache_controller,High
487,cache_controller,error,7,8,4,3,Assertion failure detected in cache_controller,Medium
488,uart,warning,5,3,2,2,DMA transfer error in uart,Low
489,pcie,error,3,4,3,1,Buffer overflow detected in pcie,Low
490,cache_controller,fatal,13,6,4,5,Cache coherency violation in cache_controller,High
491,pipeline_controller,error,15,10,1,3,Protocol violation detected in pipeline_controller,Medium
492,cache_controller,fatal,14,6,5,2,Protocol violation detected in cache_controller,High
493,alu,warning,9,5,0,1,DMA transfer error in alu,Low
494,branch_predictor,error,13,4,0,3,Assertion failure detected in branch_predictor,Medium
495,uart,warning,5,10,2,2,Branch misprediction detected in uart,Low
496,alu,fatal,2,7,5,4,Protocol violation detected in alu,Low
497,cache_controller,fatal,12,2,3,5,DMA transfer error in cache_controller,High
498,uart,error,15,8,4,5,Branch misprediction detected in uart,Medium
499,alu,fatal,6,4,4,2,DMA transfer error in alu,Low
500,memory_controller,error,12,2,4,4,Protocol violation detected in memory_controller,Medium
501,interrupt_controller,warning,3,5,3,1,Assertion failure detected in interrupt_controller,Low
502,pcie,warning,11,2,1,2,Pipeline hazard detected in pcie,Low
503,interrupt_controller,warning,14,6,5,1,Buffer overflow detected in interrupt_controller,Low
504,memory_controller,fatal,1,4,2,5,Cache coherency violation in memory_controller,Low
505,pcie,warning,7,5,4,2,Branch misprediction detected in pcie,Low
506,dram_interface,fatal,10,7,5,4,Protocol violation detected in dram_interface,High
507,dma,error,12,4,2,1,Buffer overflow detected in dma,Medium
508,memory_controller,fatal,2,5,1,2,Invalid memory access violation in memory_controller,Low
509,pcie,fatal,15,7,5,1,Protocol violation detected in pcie,High
510,cache_controller,warning,15,4,3,1,Assertion failure detected in cache_controller,Low
511,interrupt_controller,error,6,5,2,4,Pipeline hazard detected in interrupt_controller,Medium
512,uart,error,9,10,4,5,DMA transfer error in uart,Medium
513,dram_interface,error,6,2,4,5,Buffer overflow detected in dram_interface,Medium
514,pipeline_controller,warning,8,7,4,5,DMA transfer error in pipeline_controller,Low
515,memory_controller,warning,13,2,2,2,Assertion failure detected in memory_controller,Low
516,branch_predictor,fatal,5,8,1,1,Assertion failure detected in branch_predictor,Low
517,alu,warning,9,10,3,3,Assertion failure detected in alu,Low
518,cache_controller,warning,14,3,4,3,Pipeline hazard detected in cache_controller,Low
519,uart,fatal,10,9,3,5,Pipeline hazard detected in uart,High
520,branch_predictor,fatal,10,2,2,5,Invalid memory access violation in branch_predictor,High
521,pipeline_controller,warning,12,9,0,3,Invalid memory access violation in pipeline_controller,Low
522,dram_interface,error,1,5,3,2,Cache coherency violation in dram_interface,Low
523,cache_controller,error,8,4,3,5,Pipeline hazard detected in cache_controller,Medium
524,memory_controller,warning,10,5,2,2,Pipeline hazard detected in memory_controller,Low
525,interrupt_controller,fatal,15,2,2,4,Assertion failure detected in interrupt_controller,High
526,interrupt_controller,fatal,10,5,3,1,Pipeline hazard detected in interrupt_controller,High
527,pcie,fatal,7,2,1,3,Assertion failure detected in pcie,Low
528,branch_predictor,error,14,10,5,2,Branch misprediction detected in branch_predictor,Medium
529,branch_predictor,error,14,5,0,5,Assertion failure detected in branch_predictor,Medium
530,pipeline_controller,warning,12,6,5,2,Cache coherency violation in pipeline_controller,Low
531,cache_controller,error,9,1,2,2,Protocol violation detected in cache_controller,Medium
532,alu,error,0,10,3,1,DMA transfer error in alu,Low
533,pipeline_controller,fatal,2,3,4,4,Buffer overflow detected in pipeline_controller,Low
534,alu,fatal,5,5,2,5,Invalid memory access violation in alu,Low
535,memory_controller,fatal,0,6,3,3,DMA transfer error in memory_controller,Low
536,interrupt_controller,error,14,7,2,5,Pipeline hazard detected in interrupt_controller,Medium
537,pipeline_controller,fatal,4,6,5,1,Pipeline hazard detected in pipeline_controller,Low
538,dma,fatal,12,4,1,1,Branch misprediction detected in dma,High
539,pipeline_controller,fatal,14,4,5,5,DMA transfer error in pipeline_controller,High
540,memory_controller,fatal,0,3,2,3,Assertion failure detected in memory_controller,Low
541,pcie,warning,7,5,0,5,Assertion failure detected in pcie,Low
542,cache_controller,warning,6,10,3,4,Branch misprediction detected in cache_controller,Low
543,alu,error,4,8,4,5,Buffer overflow detected in alu,Low
544,pipeline_controller,fatal,14,4,3,4,Assertion failure detected in pipeline_controller,High
545,dma,error,3,4,4,3,Protocol violation detected in dma,Low
546,pipeline_controller,warning,6,3,2,5,Invalid memory access violation in pipeline_controller,Low
547,dram_interface,error,2,2,2,2,DMA transfer error in dram_interface,Low
548,pipeline_controller,fatal,3,10,3,2,Pipeline hazard detected in pipeline_controller,Low
549,uart,error,15,10,0,5,Buffer overflow detected in uart,Medium
550,interrupt_controller,warning,7,4,3,5,Protocol violation detected in interrupt_controller,Low
551,interrupt_controller,error,12,8,2,5,Branch misprediction detected in interrupt_controller,Medium
552,cache_controller,error,8,4,3,1,Pipeline hazard detected in cache_controller,Medium
553,memory_controller,error,15,7,2,5,Protocol violation detected in memory_controller,Medium
554,pcie,error,3,3,4,4,Assertion failure detected in pcie,Low
555,pcie,warning,4,2,3,5,Branch misprediction detected in pcie,Low
556,alu,warning,10,5,2,2,Buffer overflow detected in alu,Low
557,dma,fatal,10,5,1,5,Protocol violation detected in dma,High
558,interrupt_controller,warning,11,10,2,3,Buffer overflow detected in interrupt_controller,Low
559,pipeline_controller,error,5,9,3,2,Pipeline hazard detected in pipeline_controller,Medium
560,alu,error,0,1,0,5,Buffer overflow detected in alu,Low
561,interrupt_controller,warning,5,7,0,2,Branch misprediction detected in interrupt_controller,Low
562,branch_predictor,fatal,3,10,2,5,Pipeline hazard detected in branch_predictor,Low
563,dma,error,13,7,2,3,Buffer overflow detected in dma,Medium
564,cache_controller,error,14,1,5,5,Pipeline hazard detected in cache_controller,Medium
565,alu,warning,12,6,3,5,DMA transfer error in alu,Low
566,pipeline_controller,fatal,8,8,2,5,Branch misprediction detected in pipeline_controller,Low
567,alu,warning,11,10,4,2,Branch misprediction detected in alu,Low
568,memory_controller,fatal,4,8,3,1,Assertion failure detected in memory_controller,Low
569,pcie,error,14,8,1,5,Pipeline hazard detected in pcie,Medium
570,cache_controller,fatal,13,3,0,2,Protocol violation detected in cache_controller,High
571,dma,warning,12,7,1,1,Buffer overflow detected in dma,Low
572,cache_controller,fatal,1,10,3,3,Pipeline hazard detected in cache_controller,Low
573,uart,warning,10,7,2,1,Protocol violation detected in uart,Low
574,alu,fatal,1,1,3,1,DMA transfer error in alu,Low
575,cache_controller,warning,3,9,4,5,Invalid memory access violation in cache_controller,Low
576,interrupt_controller,fatal,7,10,2,1,Branch misprediction detected in interrupt_controller,Low
577,alu,error,1,7,0,5,Protocol violation detected in alu,Low
578,dram_interface,error,14,4,2,5,Pipeline hazard detected in dram_interface,Medium
579,interrupt_controller,fatal,1,6,2,4,DMA transfer error in interrupt_controller,Low
